Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
438-01-4015;B;Mandalay;Member;Female;Sports and travel; 49 ; 4 ; 10 ; 208 ;21/03/2019;15:25:00;Ewallet;197,96;4,761904762;9,898;6,6
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories; 41 ; 10 ; 21 ; 431 ;28/02/2019;14:42:00;Cash;410,9;4,761904762;20,545;7,3
795-49-7276;A;Yangon;Normal;Male;Fashion accessories; 37 ; 4 ; 7 ; 156 ;23/03/2019;18:59:00;Ewallet;148,6;4,761904762;7,43;8,3
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle; 23 ; 1 ; 1 ; 24 ;30/01/2019;20:47:00;Cash;22,96;4,761904762;1,148;4,3
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle; 78 ; 9 ; 35 ; 734 ;02/04/2019;13:21:00;Ewallet;699,12;4,761904762;34,956;9,8
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories; 35 ; 2 ; 3 ; 73 ;13/03/2019;19:48:00;Ewallet;69,4;4,761904762;3,47;8,2
510-09-5628;A;Yangon;Member;Female;Fashion accessories; 20 ; 10 ; 10 ; 206 ;15/03/2019;18:20:00;Credit card;196,6;4,761904762;9,83;7,2
608-04-3797;B;Mandalay;Member;Female;Health and beauty; 25 ; 8 ; 10 ; 213 ;03/05/2019;20:24:00;Ewallet;202,56;4,761904762;10,128;8,7
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle; 12 ; 10 ; 6 ; 127 ;03/05/2019;13:44:00;Credit card;121,2;4,761904762;6,06;8,4
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories; 100 ; 2 ; 10 ; 210 ;26/02/2019;11:48:00;Ewallet;199,78;4,761904762;9,989;7,1
632-32-4574;B;Mandalay;Normal;Male;Sports and travel; 76 ; 8 ; 30 ; 638 ;20/03/2019;14:14:00;Cash;607,36;4,761904762;30,368;5,5
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories; 63 ; 2 ; 6 ; 133 ;01/01/2019;15:51:00;Cash;126,44;4,761904762;6,322;8,5
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages; 90 ; 6 ; 27 ; 569 ;27/01/2019;11:17:00;Cash;541,44;4,761904762;27,072;6,2
401-18-8016;B;Mandalay;Member;Female;Sports and travel; 98 ; 1 ; 5 ; 103 ;21/01/2019;17:36:00;Cash;98,13;4,761904762;4,9065;8,9
420-18-8989;A;Yangon;Member;Female;Sports and travel; 52 ; 8 ; 21 ; 433 ;02/02/2019;15:47:00;Cash;412,16;4,761904762;20,608;9,6
277-63-2961;B;Mandalay;Member;Male;Sports and travel; 74 ; 1 ; 4 ; 78 ;02/03/2019;15:53:00;Credit card;73,97;4,761904762;3,6985;5,4
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories; 32 ; 1 ; 2 ; 33 ;01/05/2019;12:40:00;Ewallet;31,9;4,761904762;1,595;9,1
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle; 69 ; 2 ; 7 ; 146 ;27/01/2019;19:48:00;Ewallet;138,8;4,761904762;6,94;9
282-35-2475;B;Mandalay;Normal;Female;Sports and travel; 93 ; 2 ; 9 ; 196 ;25/03/2019;17:53:00;Cash;186,62;4,761904762;9,331;6,3
511-54-3087;B;Mandalay;Normal;Male;Sports and travel; 88 ; 1 ; 4 ; 93 ;25/02/2019;16:36:00;Credit card;88,45;4,761904762;4,4225;9,5
726-29-6793;A;Yangon;Member;Male;Electronic accessories; 24 ; 8 ; 10 ; 203 ;28/01/2019;20:54:00;Ewallet;193,44;4,761904762;9,672;9,8
387-49-4215;B;Mandalay;Member;Female;Sports and travel; 49 ; 3 ; 7 ; 153 ;01/08/2019;12:50:00;Cash;145,5;4,761904762;7,275;6,7
862-17-9201;B;Mandalay;Normal;Female;Food and beverages; 84 ; 6 ; 25 ; 530 ;29/01/2019;10:48:00;Credit card;504,3;4,761904762;25,215;7,7
291-21-5991;B;Mandalay;Member;Male;Health and beauty; 61 ; 5 ; 15 ; 322 ;29/03/2019;14:28:00;Cash;306,45;4,761904762;15,3225;7
602-80-9671;C;Naypyitaw;Member;Female;Home and lifestyle; 16 ; 6 ; 5 ; 100 ;02/09/2019;17:15:00;Credit card;95,7;4,761904762;4,785;5,1
347-72-6115;B;Mandalay;Member;Female;Sports and travel; 91 ; 7 ; 32 ; 667 ;16/01/2019;18:03:00;Credit card;635,18;4,761904762;31,759;6,2
209-61-0206;A;Yangon;Normal;Female;Home and lifestyle; 43 ; 5 ; 11 ; 225 ;01/05/2019;17:29:00;Ewallet;214,55;4,761904762;10,7275;6,1
595-27-4851;A;Yangon;Normal;Female;Fashion accessories; 54 ; 7 ; 19 ; 399 ;27/01/2019;18:05:00;Ewallet;379,96;4,761904762;18,998;9,3
189-52-0236;A;Yangon;Normal;Male;Electronic accessories; 100 ; 7 ; 35 ; 732 ;14/03/2019;12:07:00;Cash;696,85;4,761904762;34,8425;7,6
503-07-0930;C;Naypyitaw;Member;Male;Sports and travel; 58 ; 7 ; 20 ; 429 ;23/02/2019;19:49:00;Credit card;408,73;4,761904762;20,4365;8,2
413-20-6708;C;Naypyitaw;Member;Female;Fashion accessories; 51 ; 1 ; 3 ; 54 ;18/03/2019;15:52:00;Ewallet;51,47;4,761904762;2,5735;8,5
425-85-2085;B;Mandalay;Member;Male;Health and beauty; 55 ; 5 ; 14 ; 288 ;29/03/2019;16:48:00;Ewallet;274,3;4,761904762;13,715;9,8
521-18-7827;C;Naypyitaw;Member;Male;Home and lifestyle; 39 ; 5 ; 10 ; 207 ;22/01/2019;20:46:00;Credit card;196,95;4,761904762;9,8475;8,7
220-28-1851;A;Yangon;Normal;Male;Home and lifestyle; 35 ; 2 ; 3 ; 73 ;03/01/2019;18:14:00;Ewallet;69,46;4,761904762;3,473;9,7
600-38-9738;C;Naypyitaw;Member;Male;Sports and travel; 72 ; 5 ; 18 ; 378 ;17/01/2019;15:05:00;Credit card;359,6;4,761904762;17,98;4,3
734-91-1155;B;Mandalay;Normal;Female;Electronic accessories; 46 ; 3 ; 7 ; 144 ;26/03/2019;10:34:00;Credit card;137,13;4,761904762;6,8565;7,7
451-28-5717;C;Naypyitaw;Member;Female;Home and lifestyle; 83 ; 6 ; 25 ; 524 ;20/03/2019;11:23:00;Cash;499,02;4,761904762;24,951;7,3
609-81-8548;A;Yangon;Member;Female;Home and lifestyle; 37 ; 6 ; 11 ; 236 ;02/06/2019;13:55:00;Credit card;224,64;4,761904762;11,232;5,9
133-14-7229;C;Naypyitaw;Normal;Male;Health and beauty; 63 ; 2 ; 6 ; 132 ;01/01/2019;11:43:00;Cash;125,74;4,761904762;6,287;5
534-01-4457;A;Yangon;Normal;Male;Food and beverages; 82 ; 6 ; 25 ; 515 ;27/01/2019;14:36:00;Credit card;490,26;4,761904762;24,513;8
719-89-8991;A;Yangon;Member;Female;Sports and travel; 91 ; 5 ; 23 ; 480 ;25/02/2019;16:03:00;Ewallet;457,05;4,761904762;22,8525;7,1
286-62-6248;B;Mandalay;Normal;Male;Fashion accessories; 39 ; 4 ; 8 ; 165 ;16/01/2019;20:03:00;Credit card;156,84;4,761904762;7,842;9
339-38-9982;B;Mandalay;Member;Male;Fashion accessories; 60 ; 2 ; 6 ; 126 ;13/01/2019;14:55:00;Ewallet;119,72;4,761904762;5,986;6,7
827-44-5872;B;Mandalay;Member;Female;Food and beverages; 54 ; 10 ; 27 ; 571 ;02/07/2019;11:28:00;Credit card;543,6;4,761904762;27,18;6,1
827-77-7633;A;Yangon;Normal;Male;Sports and travel; 98 ; 9 ; 44 ; 927 ;17/02/2019;19:41:00;Cash;882,81;4,761904762;44,1405;9,3
287-83-1405;A;Yangon;Normal;Male;Health and beauty; 25 ; 6 ; 8 ; 160 ;02/12/2019;19:01:00;Ewallet;152,58;4,761904762;7,629;7
435-13-4908;A;Yangon;Member;Male;Fashion accessories; 87 ; 8 ; 35 ; 728 ;24/01/2019;18:04:00;Credit card;693,44;4,761904762;34,672;7,2
857-67-9057;B;Mandalay;Normal;Male;Electronic accessories; 23 ; 10 ; 11 ; 241 ;02/06/2019;19:20:00;Ewallet;229,5;4,761904762;11,475;8,2
236-27-1144;C;Naypyitaw;Normal;Female;Food and beverages; 16 ; 9 ; 7 ; 154 ;26/03/2019;10:31:00;Ewallet;146,79;4,761904762;7,3395;8,4
892-05-6689;A;Yangon;Normal;Female;Home and lifestyle; 28 ; 5 ; 7 ; 149 ;03/11/2019;13:28:00;Ewallet;141,6;4,761904762;7,08;6,2
583-41-4548;C;Naypyitaw;Normal;Male;Home and lifestyle; 17 ; 7 ; 6 ; 123 ;02/07/2019;11:36:00;Ewallet;116,69;4,761904762;5,8345;7,4
339-12-4827;B;Mandalay;Member;Female;Fashion accessories; 74 ; 1 ; 4 ; 78 ;01/05/2019;11:32:00;Credit card;73,96;4,761904762;3,698;5
643-38-7867;A;Yangon;Normal;Male;Home and lifestyle; 98 ; 1 ; 5 ; 103 ;03/07/2019;11:44:00;Ewallet;97,94;4,761904762;4,897;6,9
308-81-0538;A;Yangon;Normal;Female;Fashion accessories; 73 ; 4 ; 15 ; 307 ;25/02/2019;17:16:00;Credit card;292,2;4,761904762;14,61;4,9
358-88-9262;C;Naypyitaw;Member;Female;Food and beverages; 87 ; 6 ; 26 ; 551 ;02/01/2019;18:43:00;Ewallet;524,88;4,761904762;26,244;5,1
460-35-4390;A;Yangon;Normal;Male;Home and lifestyle; 31 ; 3 ; 5 ; 97 ;22/01/2019;11:00:00;Ewallet;92,04;4,761904762;4,602;9,1
343-87-0864;C;Naypyitaw;Member;Male;Health and beauty; 76 ; 1 ; 4 ; 80 ;01/03/2019;10:30:00;Credit card;75,88;4,761904762;3,794;7,1
173-50-1108;B;Mandalay;Member;Female;Sports and travel; 20 ; 4 ; 4 ; 85 ;13/02/2019;12:14:00;Credit card;80,72;4,761904762;4,036;5
243-47-2663;C;Naypyitaw;Member;Male;Electronic accessories; 19 ; 6 ; 6 ; 118 ;28/01/2019;16:43:00;Credit card;112,62;4,761904762;5,631;5,5
841-18-8232;B;Mandalay;Normal;Female;Food and beverages; 71 ; 1 ; 4 ; 75 ;01/05/2019;20:40:00;Credit card;71,2;4,761904762;3,56;9,2
701-23-5550;B;Mandalay;Member;Male;Home and lifestyle; 39 ; 4 ; 8 ; 163 ;19/03/2019;13:40:00;Ewallet;155,24;4,761904762;7,762;4,9
647-50-1224;A;Yangon;Normal;Female;Fashion accessories; 29 ; 10 ; 15 ; 309 ;01/12/2019;16:23:00;Ewallet;294,2;4,761904762;14,71;8,9
541-48-8554;A;Yangon;Normal;Male;Sports and travel; 61 ; 9 ; 27 ; 576 ;01/07/2019;12:08:00;Credit card;548,55;4,761904762;27,4275;6
539-21-7227;B;Mandalay;Normal;Female;Sports and travel; 52 ; 5 ; 13 ; 271 ;26/01/2019;17:45:00;Cash;257,7;4,761904762;12,885;4,2
213-32-1216;A;Yangon;Normal;Female;Electronic accessories; 66 ; 6 ; 20 ; 416 ;23/01/2019;10:28:00;Cash;396,36;4,761904762;19,818;7,3
747-58-7183;B;Mandalay;Normal;Male;Fashion accessories; 57 ; 3 ; 9 ; 180 ;02/09/2019;20:31:00;Ewallet;171,81;4,761904762;8,5905;6,5
582-52-8065;B;Mandalay;Normal;Female;Fashion accessories; 54 ; 9 ; 24 ; 513 ;22/02/2019;10:49:00;Cash;488,79;4,761904762;24,4395;8,9
210-57-1719;B;Mandalay;Normal;Female;Health and beauty; 58 ; 9 ; 26 ; 550 ;02/05/2019;12:34:00;Cash;524,16;4,761904762;26,208;9,7
399-69-4630;C;Naypyitaw;Normal;Male;Electronic accessories; 22 ; 6 ; 7 ; 140 ;03/07/2019;10:23:00;Credit card;133,26;4,761904762;6,663;8,6
134-75-2619;A;Yangon;Member;Male;Electronic accessories; 19 ; 7 ; 7 ; 142 ;25/03/2019;18:51:00;Cash;135,24;4,761904762;6,762;6,9
356-44-8813;B;Mandalay;Normal;Male;Home and lifestyle; 37 ; 3 ; 6 ; 118 ;20/01/2019;13:45:00;Credit card;112,44;4,761904762;5,622;7,7
198-66-9832;B;Mandalay;Member;Female;Fashion accessories; 72 ; 2 ; 7 ; 151 ;02/04/2019;19:38:00;Cash;144,08;4,761904762;7,204;9,5
283-26-5248;C;Naypyitaw;Member;Female;Food and beverages; 99 ; 10 ; 49 ; 1.034 ;30/01/2019;20:23:00;Ewallet;985,2;4,761904762;49,26;4,5
712-39-0363;A;Yangon;Member;Male;Food and beverages; 42 ; 6 ; 12 ; 262 ;01/02/2019;15:24:00;Ewallet;249,96;4,761904762;12,498;5,6
218-59-9410;A;Yangon;Member;Female;Home and lifestyle; 72 ; 3 ; 11 ; 228 ;29/03/2019;16:54:00;Ewallet;217,26;4,761904762;10,863;8,2
174-75-0888;B;Mandalay;Normal;Male;Electronic accessories; 22 ; 9 ; 10 ; 204 ;14/03/2019;12:32:00;Cash;194,22;4,761904762;9,711;7,3
866-99-7614;C;Naypyitaw;Normal;Male;Food and beverages; 89 ; 10 ; 45 ; 937 ;02/11/2019;15:42:00;Credit card;892;4,761904762;44,6;4,4
134-54-4720;B;Mandalay;Normal;Female;Electronic accessories; 42 ; 8 ; 17 ; 356 ;30/01/2019;13:58:00;Ewallet;339,36;4,761904762;16,968;5,7
760-90-2357;A;Yangon;Member;Male;Electronic accessories; 75 ; 6 ; 22 ; 469 ;20/03/2019;15:08:00;Ewallet;447,06;4,761904762;22,353;5
514-37-2845;B;Mandalay;Normal;Male;Fashion accessories; 99 ; 2 ; 10 ; 208 ;20/03/2019;13:02:00;Cash;198,5;4,761904762;9,925;9
698-98-5964;A;Yangon;Normal;Female;Food and beverages; 81 ; 10 ; 41 ; 853 ;17/01/2019;13:01:00;Credit card;812,1;4,761904762;40,605;6,3
718-57-9773;C;Naypyitaw;Normal;Female;Sports and travel; 49 ; 10 ; 25 ; 518 ;02/03/2019;16:40:00;Credit card;493,3;4,761904762;24,665;9,4
651-88-7328;A;Yangon;Normal;Female;Fashion accessories; 66 ; 9 ; 30 ; 621 ;01/01/2019;13:55:00;Cash;591,66;4,761904762;29,583;7,7
241-11-2261;B;Mandalay;Normal;Female;Fashion accessories; 80 ; 7 ; 28 ; 587 ;01/10/2019;10:33:00;Credit card;559,02;4,761904762;27,951;5,5
408-26-9866;C;Naypyitaw;Normal;Female;Sports and travel; 74 ; 7 ; 26 ; 544 ;03/02/2019;16:42:00;Ewallet;517,86;4,761904762;25,893;4,1
834-83-1826;B;Mandalay;Member;Female;Home and lifestyle; 82 ; 5 ; 21 ; 431 ;25/02/2019;17:16:00;Credit card;410,2;4,761904762;20,51;7,6
343-61-3544;B;Mandalay;Member;Male;Sports and travel; 27 ; 10 ; 13 ; 280 ;29/01/2019;11:48:00;Cash;266,7;4,761904762;13,335;8,6
239-48-4278;A;Yangon;Member;Male;Food and beverages; 10 ; 7 ; 4 ; 74 ;03/10/2019;19:35:00;Ewallet;70,91;4,761904762;3,5455;8,3
355-34-6244;B;Mandalay;Normal;Male;Food and beverages; 72 ; 2 ; 7 ; 152 ;13/01/2019;19:55:00;Credit card;144,78;4,761904762;7,239;8,1
550-84-8664;A;Yangon;Normal;Male;Sports and travel; 86 ; 5 ; 21 ; 451 ;22/03/2019;14:33:00;Credit card;429,55;4,761904762;21,4775;8,6
339-96-8318;B;Mandalay;Member;Male;Fashion accessories; 81 ; 7 ; 28 ; 598 ;03/01/2019;19:49:00;Ewallet;569,17;4,761904762;28,4585;6,3
458-61-0011;B;Mandalay;Normal;Male;Food and beverages; 60 ; 4 ; 12 ; 253 ;20/02/2019;18:43:00;Cash;241,2;4,761904762;12,06;5,8
592-34-6155;C;Naypyitaw;Normal;Male;Food and beverages; 32 ; 4 ; 6 ; 133 ;14/01/2019;14:43:00;Ewallet;127,08;4,761904762;6,354;6,2
797-88-0493;A;Yangon;Normal;Female;Health and beauty; 64 ; 4 ; 13 ; 270 ;26/03/2019;13:54:00;Cash;257,08;4,761904762;12,854;7,7
207-73-1363;B;Mandalay;Normal;Male;Health and beauty; 70 ; 2 ; 7 ; 146 ;03/01/2019;12:15:00;Ewallet;139,02;4,761904762;6,951;8,1
390-31-6381;C;Naypyitaw;Normal;Male;Food and beverages; 27 ; 3 ; 4 ; 86 ;01/07/2019;12:37:00;Cash;81,66;4,761904762;4,083;7,3
443-82-0585;A;Yangon;Member;Female;Health and beauty; 78 ; 4 ; 16 ; 326 ;02/01/2019;19:54:00;Cash;310,72;4,761904762;15,536;8,4
339-18-7061;C;Naypyitaw;Member;Female;Fashion accessories; 93 ; 2 ; 9 ; 195 ;13/02/2019;15:06:00;Credit card;185,96;4,761904762;9,298;8
359-90-3665;B;Mandalay;Member;Female;Fashion accessories; 18 ; 4 ; 4 ; 76 ;14/01/2019;18:03:00;Credit card;72,32;4,761904762;3,616;9,5
375-72-3056;B;Mandalay;Normal;Male;Sports and travel; 63 ; 3 ; 9 ; 199 ;19/01/2019;15:58:00;Ewallet;189,18;4,761904762;9,459;7
127-47-6963;A;Yangon;Normal;Male;Health and beauty; 52 ; 4 ; 10 ; 217 ;03/09/2019;13:53:00;Credit card;206,84;4,761904762;10,342;9,8
278-86-2735;A;Yangon;Normal;Female;Food and beverages; 52 ; 3 ; 8 ; 165 ;27/03/2019;14:03:00;Cash;157,02;4,761904762;7,851;9,2
695-28-6250;A;Yangon;Normal;Female;Sports and travel; 43 ; 5 ; 11 ; 226 ;02/04/2019;16:38:00;Ewallet;215,3;4,761904762;10,765;7,7
379-17-6588;C;Naypyitaw;Normal;Male;Fashion accessories; 60 ; 10 ; 30 ; 626 ;14/03/2019;11:07:00;Cash;596,1;4,761904762;29,805;5,3
227-50-3718;A;Yangon;Normal;Male;Health and beauty; 15 ; 5 ; 4 ; 77 ;03/04/2019;12:23:00;Cash;73,1;4,761904762;3,655;4,4
302-15-2162;C;Naypyitaw;Member;Male;Health and beauty; 47 ; 6 ; 14 ; 293 ;03/03/2019;10:54:00;Credit card;279,18;4,761904762;13,959;4,3
788-07-8452;C;Naypyitaw;Member;Female;Home and lifestyle; 24 ; 7 ; 8 ; 178 ;27/01/2019;17:38:00;Ewallet;169,68;4,761904762;8,484;9,4
560-49-6611;A;Yangon;Member;Female;Sports and travel; 46 ; 1 ; 2 ; 48 ;02/07/2019;14:13:00;Cash;45,58;4,761904762;2,279;9,8
880-35-0356;A;Yangon;Member;Female;Sports and travel; 75 ; 3 ; 11 ; 237 ;02/05/2019;11:51:00;Ewallet;225,6;4,761904762;11,28;4,8
585-11-6748;B;Mandalay;Member;Male;Sports and travel; 97 ; 3 ; 15 ; 305 ;15/03/2019;13:05:00;Cash;290,4;4,761904762;14,52;5,3
470-31-3286;B;Mandalay;Normal;Male;Health and beauty; 15 ; 3 ; 2 ; 47 ;03/01/2019;11:30:00;Credit card;44,46;4,761904762;2,223;8,7
152-68-2907;A;Yangon;Normal;Male;Food and beverages; 52 ; 3 ; 8 ; 164 ;15/02/2019;13:30:00;Credit card;156,6;4,761904762;7,83;9,5
123-35-4896;C;Naypyitaw;Normal;Female;Sports and travel; 47 ; 9 ; 21 ; 441 ;17/02/2019;19:11:00;Ewallet;419,94;4,761904762;20,997;5,3
258-69-7810;C;Naypyitaw;Normal;Female;Fashion accessories; 37 ; 5 ; 9 ; 193 ;26/01/2019;18:53:00;Cash;184,25;4,761904762;9,2125;9,2
334-64-2006;A;Yangon;Member;Female;Home and lifestyle; 70 ; 2 ; 7 ; 148 ;24/03/2019;14:22:00;Ewallet;140,64;4,761904762;7,032;9,6
219-61-4139;C;Naypyitaw;Normal;Male;Electronic accessories; 83 ; 1 ; 4 ; 87 ;23/01/2019;17:16:00;Ewallet;83,08;4,761904762;4,154;6,4
881-41-7302;C;Naypyitaw;Normal;Female;Fashion accessories; 65 ; 1 ; 3 ; 68 ;26/01/2019;10:06:00;Credit card;64,99;4,761904762;3,2495;4,5
373-09-4567;C;Naypyitaw;Normal;Male;Food and beverages; 78 ; 10 ; 39 ; 814 ;14/03/2019;20:35:00;Ewallet;775,6;4,761904762;38,78;6,9
642-30-6693;B;Mandalay;Normal;Female;Sports and travel; 55 ; 6 ; 16 ; 343 ;17/03/2019;13:54:00;Ewallet;327,06;4,761904762;16,353;7,8
484-22-8230;C;Naypyitaw;Member;Female;Fashion accessories; 52 ; 7 ; 18 ; 381 ;01/08/2019;20:08:00;Cash;363,23;4,761904762;18,1615;4,5
830-58-2383;B;Mandalay;Normal;Male;Home and lifestyle; 32 ; 4 ; 6 ; 133 ;02/08/2019;15:26:00;Cash;127;4,761904762;6,35;8,6
559-98-9873;A;Yangon;Member;Female;Fashion accessories; 54 ; 7 ; 19 ; 394 ;02/10/2019;12:56:00;Ewallet;375,55;4,761904762;18,7775;5,2
544-32-5024;C;Naypyitaw;Member;Female;Food and beverages; 50 ; 4 ; 10 ; 209 ;28/03/2019;19:16:00;Credit card;199,16;4,761904762;9,958;6,4
318-12-0304;A;Yangon;Normal;Male;Fashion accessories; 31 ; 1 ; 2 ; 32 ;23/01/2019;12:20:00;Ewallet;30,61;4,761904762;1,5305;5,2
349-97-8902;B;Mandalay;Member;Male;Food and beverages; 58 ; 2 ; 6 ; 122 ;17/01/2019;10:37:00;Ewallet;115,78;4,761904762;5,789;8,9
421-95-9805;A;Yangon;Normal;Female;Electronic accessories; 29 ; 1 ; 1 ; 30 ;02/07/2019;10:18:00;Credit card;28,96;4,761904762;1,448;6,2
277-35-5865;C;Naypyitaw;Member;Female;Food and beverages; 99 ; 9 ; 45 ; 935 ;03/09/2019;11:23:00;Cash;890,73;4,761904762;44,5365;6,7
789-23-8625;B;Mandalay;Member;Male;Fashion accessories; 93 ; 3 ; 14 ; 294 ;24/01/2019;11:45:00;Cash;279,66;4,761904762;13,983;7,2
284-54-4231;C;Naypyitaw;Member;Male;Sports and travel; 81 ; 1 ; 4 ; 85 ;19/01/2019;16:08:00;Credit card;80,93;4,761904762;4,0465;9
443-59-0061;A;Yangon;Member;Male;Food and beverages; 67 ; 10 ; 34 ; 708 ;02/03/2019;11:25:00;Ewallet;674,5;4,761904762;33,725;4,2
509-29-3912;A;Yangon;Member;Female;Sports and travel; 39 ; 9 ; 17 ; 366 ;20/03/2019;12:24:00;Ewallet;348,48;4,761904762;17,424;4,2
327-40-9673;B;Mandalay;Member;Male;Sports and travel; 73 ; 6 ; 22 ; 457 ;13/01/2019;19:51:00;Cash;435,6;4,761904762;21,78;6,9
840-19-2096;C;Naypyitaw;Member;Male;Electronic accessories; 88 ; 5 ; 22 ; 462 ;14/03/2019;18:10:00;Ewallet;439,55;4,761904762;21,9775;4,4
828-46-6863;A;Yangon;Member;Male;Food and beverages; 99 ; 6 ; 30 ; 621 ;23/01/2019;11:22:00;Credit card;591,18;4,761904762;29,559;4
641-96-3695;C;Naypyitaw;Member;Female;Fashion accessories; 43 ; 6 ; 13 ; 274 ;02/07/2019;17:55:00;Ewallet;260,76;4,761904762;13,038;8,5
420-97-3340;A;Yangon;Normal;Female;Food and beverages; 72 ; 3 ; 11 ; 226 ;28/03/2019;15:30:00;Credit card;215,04;4,761904762;10,752;9,2
436-54-4512;A;Yangon;Member;Female;Food and beverages; 92 ; 1 ; 5 ; 96 ;20/03/2019;19:44:00;Cash;91,61;4,761904762;4,5805;9,8
670-79-6321;B;Mandalay;Member;Female;Home and lifestyle; 95 ; 7 ; 33 ; 695 ;17/01/2019;15:27:00;Credit card;662,13;4,761904762;33,1065;4,9
852-62-7105;B;Mandalay;Normal;Female;Fashion accessories; 83 ; 10 ; 42 ; 874 ;01/12/2019;11:25:00;Credit card;832,5;4,761904762;41,625;4,4
598-06-7312;B;Mandalay;Member;Male;Fashion accessories; 91 ; 1 ; 5 ; 96 ;16/02/2019;15:42:00;Cash;91,35;4,761904762;4,5675;6,8
135-13-8269;B;Mandalay;Member;Female;Food and beverages; 79 ; 2 ; 8 ; 166 ;26/01/2019;16:04:00;Cash;157,76;4,761904762;7,888;9,1
816-57-2053;A;Yangon;Normal;Male;Sports and travel; 61 ; 2 ; 6 ; 128 ;03/09/2019;12:37:00;Ewallet;121,74;4,761904762;6,087;8,7
628-90-8624;B;Mandalay;Member;Male;Health and beauty; 83 ; 10 ; 41 ; 867 ;14/03/2019;14:41:00;Cash;825,8;4,761904762;41,29;5
856-66-2701;A;Yangon;Member;Male;Home and lifestyle; 53 ; 3 ; 8 ; 168 ;25/01/2019;14:19:00;Ewallet;159,9;4,761904762;7,995;7,5
308-39-1707;A;Yangon;Normal;Female;Fashion accessories; 12 ; 1 ; 1 ; 13 ;26/01/2019;18:19:00;Credit card;12,09;4,761904762;0,6045;8,2
149-61-1929;A;Yangon;Normal;Male;Sports and travel; 64 ; 10 ; 32 ; 674 ;19/01/2019;14:08:00;Credit card;641,9;4,761904762;32,095;6,7
655-07-2265;A;Yangon;Normal;Male;Electronic accessories; 78 ; 3 ; 12 ; 247 ;03/05/2019;16:38:00;Ewallet;234,93;4,761904762;11,7465;5,4
589-02-8023;A;Yangon;Member;Male;Food and beverages; 84 ; 2 ; 8 ; 176 ;15/01/2019;10:54:00;Credit card;167,54;4,761904762;8,377;7
420-04-7590;B;Mandalay;Normal;Male;Home and lifestyle; 100 ; 3 ; 15 ; 314 ;18/03/2019;11:29:00;Ewallet;299,1;4,761904762;14,955;4,7
182-88-2763;B;Mandalay;Member;Male;Food and beverages; 80 ; 3 ; 12 ; 252 ;20/03/2019;19:28:00;Credit card;239,73;4,761904762;11,9865;5
188-55-0967;B;Mandalay;Member;Male;Health and beauty; 66 ; 10 ; 33 ; 698 ;15/01/2019;15:01:00;Credit card;664,7;4,761904762;33,235;5
610-46-4100;A;Yangon;Normal;Male;Health and beauty; 29 ; 7 ; 10 ; 213 ;03/03/2019;20:31:00;Credit card;202,65;4,761904762;10,1325;6
318-81-2368;C;Naypyitaw;Normal;Female;Electronic accessories; 46 ; 1 ; 2 ; 49 ;19/03/2019;12:16:00;Cash;46,2;4,761904762;2,31;6,3
364-33-8584;B;Mandalay;Member;Female;Food and beverages; 18 ; 5 ; 4 ; 93 ;03/08/2019;15:27:00;Cash;88,15;4,761904762;4,4075;8,5
665-63-9737;B;Mandalay;Normal;Male;Fashion accessories; 52 ; 3 ; 8 ; 165 ;27/02/2019;17:36:00;Ewallet;157,26;4,761904762;7,863;7,5
695-09-5146;B;Mandalay;Member;Female;Food and beverages; 99 ; 3 ; 15 ; 311 ;23/02/2019;20:00:00;Ewallet;296,37;4,761904762;14,8185;6,4
155-45-3814;C;Naypyitaw;Member;Female;Electronic accessories; 89 ; 8 ; 35 ; 744 ;19/03/2019;15:29:00;Ewallet;708,4;4,761904762;35,42;4,7
794-32-2436;B;Mandalay;Member;Male;Electronic accessories; 56 ; 2 ; 6 ; 117 ;27/03/2019;15:08:00;Ewallet;111,34;4,761904762;5,567;6
131-15-8856;C;Naypyitaw;Member;Female;Food and beverages; 73 ; 8 ; 29 ; 609 ;30/03/2019;19:26:00;Credit card;580,16;4,761904762;29,008;4
273-84-2164;C;Naypyitaw;Member;Male;Electronic accessories; 12 ; 5 ; 3 ; 63 ;16/02/2019;15:53:00;Ewallet;60,25;4,761904762;3,0125;5,5
706-36-6154;A;Yangon;Member;Male;Home and lifestyle; 19 ; 9 ; 9 ; 183 ;18/01/2019;18:43:00;Ewallet;174,24;4,761904762;8,712;8,7
778-89-7974;C;Naypyitaw;Normal;Male;Health and beauty; 70 ; 6 ; 21 ; 442 ;30/03/2019;14:58:00;Cash;421,26;4,761904762;21,063;7,4
